review,79.78,liveness
block,82.29,liveness
review,78.66,liveness
review,76.4,liveness
review,75.45,liveness
block,82.87,liveness
block,85.4,liveness
review,77.68,liveness
block,82.02,liveness
block,87.2,liveness
block,83.27,liveness
block,84.15,liveness
block,84.47,liveness
block,86.52,liveness
review,76.34,liveness
block,83.46,liveness
block,82.9,liveness
block,84.45,liveness
block,80.11,liveness
block,82.61,liveness
block,86.25,liveness
review,77.78,liveness
block,84.22,liveness
block,87.59,liveness
review,79.39,liveness
block,81.29,liveness
review,78.48,liveness
review,77.12,liveness
review,75.28,liveness
review,76.0,liveness
block,87.68,liveness
block,82.47,liveness
block,85.18,liveness
review,78.79,liveness
review,77.6,liveness
block,83.24,liveness
block,82.52,liveness
review,74.92,liveness
block,86.09,liveness
block,84.18,liveness
block,83.05,liveness
block,81.06,liveness
block,81.74,liveness
review,74.87,liveness
pass,31.89,normal
block,85.95,liveness
block,86.03,liveness
review,75.47,liveness
block,82.24,liveness
review,79.38,liveness
review,73.23,liveness
review,75.64,liveness
review,73.93,liveness
block,88.23,liveness
block,85.72,liveness
block,83.39,liveness
block,83.54,liveness
review,75.6,liveness
review,77.63,liveness
block,87.05,liveness
block,81.93,liveness
block,87.69,liveness
block,81.7,liveness
review,75.72,liveness
block,86.5,liveness
block,87.0,liveness
review,79.01,liveness
review,76.17,liveness
block,84.18,liveness
review,79.2,liveness
block,82.97,liveness
block,81.25,liveness
review,79.27,liveness
review,70.14,liveness
block,82.68,liveness
review,77.15,liveness
review,75.61,liveness
block,80.19,liveness
block,81.27,liveness
block,82.86,liveness
review,76.74,liveness
block,84.06,liveness
review,74.12,liveness
block,82.98,liveness
block,83.28,liveness
review,79.81,liveness
block,81.42,liveness
review,77.39,liveness
block,84.02,liveness
block,86.29,liveness
block,82.35,liveness
review,79.94,liveness
review,70.84,liveness
block,80.37,liveness
block,86.72,liveness
block,83.89,liveness
review,76.85,liveness
block,81.87,liveness
review,77.47,liveness
review,76.07,liveness
block,86.12,liveness
block,87.93,liveness
review,78.7,liveness
block,82.98,liveness
block,86.04,liveness
review,74.98,liveness
block,81.08,liveness
block,84.03,liveness
block,85.55,liveness
review,79.85,liveness
block,80.16,liveness
block,84.05,liveness
review,78.64,liveness
block,80.33,liveness
review,75.86,liveness
block,86.02,liveness
review,78.98,liveness
block,81.82,liveness
block,86.18,liveness
review,79.69,liveness
block,85.84,liveness
review,73.27,liveness
block,83.52,liveness
review,78.99,liveness
block,83.78,liveness
block,86.7,liveness
block,87.61,liveness
review,76.85,liveness
block,86.2,liveness
block,82.76,liveness
block,82.4,liveness
review,78.84,liveness
block,81.21,liveness
pass,35.04,normal
block,87.71,liveness
review,70.94,liveness
review,77.08,liveness
block,83.29,liveness
review,74.66,liveness
block,87.0,liveness
block,85.28,liveness
review,76.02,liveness
review,75.02,liveness
block,86.09,liveness
block,83.73,liveness
review,76.64,liveness
block,83.58,liveness
block,84.32,liveness
block,85.45,liveness
review,76.51,liveness
review,74.37,liveness
review,78.41,liveness
block,82.11,liveness
review,71.78,liveness
review,72.16,liveness
review,79.34,liveness
block,85.8,liveness
review,79.19,liveness
block,83.85,liveness
block,82.26,liveness
block,82.79,liveness
block,85.96,liveness
block,87.1,liveness
block,81.1,liveness
block,83.18,liveness
block,85.29,liveness
review,76.49,liveness
review,76.76,liveness
block,88.15,liveness
block,82.02,liveness
review,77.81,liveness
review,75.55,liveness
block,81.99,liveness
block,86.1,liveness
review,75.22,liveness
block,85.18,liveness
review,78.27,liveness
review,79.82,liveness
block,84.97,liveness
review,72.26,liveness
review,76.01,liveness
block,86.4,liveness
block,88.05,liveness
block,80.62,liveness
block,86.6,liveness
review,77.3,liveness
block,80.24,liveness
block,80.09,liveness
block,83.1,liveness
pass,30.300003,normal
block,82.82,liveness
review,71.27,liveness
block,86.76,liveness
block,80.92,liveness
block,81.73,liveness
review,70.91,liveness
pass,34.309998,normal
review,77.3,liveness
review,78.21,liveness
block,80.22,liveness
block,81.49,liveness
block,84.93,liveness
block,81.61,liveness
review,76.61,liveness
block,81.63,liveness
block,83.48,liveness
pass,33.32,normal
review,75.64,liveness
block,81.07,liveness
block,81.59,liveness
block,86.29,liveness
review,78.86,liveness
block,85.68,liveness
review,78.29,liveness
block,84.71,liveness
pass,31.239998,normal
block,84.06,liveness
block,80.29,liveness
block,82.01,liveness
review,74.48,liveness
block,80.28,liveness
block,80.86,liveness
review,76.71,liveness
block,85.91,liveness
pass,30.470001,normal
review,78.28,liveness
review,78.45,liveness
block,81.79,liveness
review,72.6,liveness
review,74.11,liveness
pass,33.4,normal
review,79.92,liveness
