block,82.46,liveness
review,76.71,liveness
pass,40.06,normal
block,82.11,liveness
pass,48.47,normal
review,74.61,liveness
block,80.23,liveness
pass,55.9,normal
pass,49.77,normal
review,76.22,liveness
block,85.2,liveness
pass,53.1,normal
review,70.5,liveness
review,70.41,liveness
pass,56.12,normal
review,72.39,liveness
review,75.05,liveness
pass,35.14,normal
pass,56.47,normal
pass,47.55,normal
review,70.73,liveness
review,70.35,liveness
review,71.85,liveness
pass,42.04,normal
review,75.21,liveness
pass,45.23,normal
review,71.67,liveness
review,70.15,liveness
pass,46.18,normal
pass,42.98,normal
pass,53.73,normal
block,82.46,liveness
pass,43.91,normal
pass,52.83,normal
review,77.06,liveness
review,77.12,liveness
pass,37.89,normal
pass,42.83,normal
review,70.37,liveness
pass,49.06,normal
block,86.78,liveness
review,76.71,liveness
pass,40.06,normal
block,82.11,liveness
pass,48.47,normal
review,74.61,liveness
block,80.23,liveness
pass,55.9,normal
pass,49.77,normal
review,76.22,liveness
block,85.2,liveness
pass,53.1,normal
review,70.5,liveness
review,70.41,liveness
pass,56.12,normal
review,72.39,liveness
review,75.05,liveness
pass,35.14,normal
pass,56.47,normal
pass,47.55,normal
review,70.73,liveness
review,70.35,liveness
review,71.85,liveness
pass,42.04,normal
review,75.21,liveness
pass,45.23,normal
review,71.67,liveness
review,70.15,liveness
pass,46.18,normal
pass,42.98,normal
pass,53.73,normal
review,76.18,liveness
pass,43.91,normal
pass,52.83,normal
review,77.06,liveness
review,77.12,liveness
pass,37.89,normal
pass,42.83,normal
review,70.37,liveness
pass,49.06,normal
block,86.78,liveness
review,79.13,liveness
review,75.31,liveness
review,77.43,liveness
pass,50.89,normal
pass,55.36,normal
pass,55.66,normal
review,74.56,liveness
pass,34.83,normal
pass,46.25,normal
pass,30.400002,normal
pass,55.44,normal
review,76.79,liveness
review,72.18,liveness
pass,31.599998,normal
review,73.57,liveness
review,70.17,liveness
review,76.88,liveness
review,76.39,liveness
review,72.13,liveness
review,77.81,liveness
review,70.97,liveness
block,83.45,liveness
review,70.39,liveness
review,71.44,liveness
pass,32.519997,normal
review,71.47,liveness
pass,39.92,normal
pass,30.300003,normal
block,80.75,liveness
pass,42.75,normal
block,84.17,liveness
pass,41.98,normal
pass,43.83,normal
pass,53.61,normal
pass,36.72,normal
pass,56.47,normal
review,77.13,liveness
block,81.83,liveness
pass,42.65,normal
pass,37.21,normal
block,80.67,liveness
review,71.12,liveness
review,76.97,liveness
pass,45.48,normal
pass,43.73,normal
pass,37.34,normal
block,82.26,liveness
review,73.91,liveness
pass,33.5,normal
pass,51.11,normal
pass,43.33,normal
pass,50.33,normal
pass,30.970001,normal
pass,47.7,normal
review,76.8,liveness
pass,41.92,normal
review,78.14,liveness
pass,48.92,normal
pass,44.58,normal
review,78.26,liveness
review,71.88,liveness
review,72.12,liveness
pass,52.04,normal
pass,32.71,normal
review,74.14,liveness
pass,49.38,normal
pass,31.46,normal
pass,45.29,normal
block,82.55,liveness
review,76.23,liveness
review,78.96,liveness
review,74.96,liveness
review,70.22,liveness
review,73.09,liveness
review,71.23,liveness
pass,55.08,normal
review,70.21,liveness
review,75.87,liveness
pass,34.120003,normal
pass,50.86,normal
pass,37.66,normal
review,78.17,liveness
review,72.69,liveness
pass,37.34,normal
review,76.41,liveness
pass,52.72,normal
pass,52.85,normal
pass,30.71,normal
pass,36.51,normal
pass,48.17,normal
pass,42.26,normal
pass,52.01,normal
review,72.48,liveness
block,80.38,liveness
pass,41.67,normal
review,75.69,liveness
pass,38.3,normal
pass,33.32,normal
pass,33.54,normal
review,70.14,liveness
pass,50.16,normal
pass,36.57,normal
review,76.3,liveness
pass,35.989998,normal
review,77.6,liveness
block,81.37,liveness
review,75.45,liveness
review,76.12,liveness
pass,32.67,normal
pass,52.69,normal
pass,31.010002,normal
review,71.69,liveness
pass,33.519997,normal
review,79.76,liveness
pass,36.76,normal
pass,45.83,normal
pass,45.82,normal
pass,43.85,normal
pass,35.910004,normal
review,73.17,liveness
review,70.07,liveness
pass,31.919998,normal
pass,46.68,normal
pass,45.02,normal
review,70.99,liveness
review,72.57,liveness
review,70.64,liveness
block,80.49,liveness
pass,37.55,normal
pass,56.66,normal
review,77.3,liveness
pass,44.38,normal
pass,52.04,normal
review,70.52,liveness
pass,53.4,normal
pass,44.43,normal
pass,32.050003,normal
review,72.58,liveness
review,72.12,liveness
pass,36.06,normal
review,71.84,liveness
pass,48.87,normal
review,72.1,liveness
block,80.76,liveness
pass,43.87,normal
review,71.78,liveness
pass,46.87,normal
review,72.53,liveness
pass,35.949997,normal
review,78.87,liveness
pass,34.620003,normal
pass,53.81,normal
pass,42.11,normal
block,80.06,liveness
pass,31.239998,normal
pass,40.08,normal
pass,30.760002,normal
pass,53.53,normal
block,81.19,liveness
review,74.85,liveness
review,71.73,liveness
pass,47.61,normal
pass,36.95,normal
pass,37.86,normal
pass,30.910004,normal
block,81.46,liveness
pass,46.52,normal
pass,41.03,normal
review,71.77,liveness
pass,39.72,normal
pass,41.03,normal
block,85.45,liveness
pass,49.22,normal
review,74.55,liveness
pass,48.64,normal
pass,37.19,normal
pass,48.18,normal
pass,38.74,normal
pass,51.81,normal
pass,39.72,normal
pass,31.300003,normal
pass,49.76,normal
review,73.92,liveness
pass,49.63,normal
pass,32.410004,normal
pass,30.699997,normal
pass,34.18,normal
pass,49.8,normal
review,72.27,liveness
pass,49.91,normal
review,70.11,liveness
review,73.63,liveness
pass,52.55,normal
pass,56.52,normal
pass,54.24,normal
pass,47.12,normal
pass,33.22,normal
pass,39.99,normal
pass,32.519997,normal
pass,47.04,normal
review,72.07,liveness
block,83.74,liveness
review,70.48,liveness
pass,55.23,normal
pass,30.370003,normal
pass,45.42,normal
pass,35.57,normal
pass,41.79,normal
pass,43.25,normal
pass,33.739998,normal
review,75.04,liveness
review,76.07,liveness
pass,43.55,normal
review,75.36,liveness
review,79.15,liveness
review,78.99,liveness
pass,51.25,normal
pass,31.019997,normal
review,74.07,liveness
block,80.86,liveness
pass,33.0,normal
pass,31.400002,normal
pass,33.949997,normal
review,77.9,liveness
pass,55.52,normal
pass,54.98,normal
review,75.58,liveness
pass,30.760002,normal
block,84.48,liveness
review,72.97,liveness
pass,39.37,normal
pass,32.489998,normal
pass,44.29,normal
pass,43.5,normal
pass,37.61,normal
review,71.06,liveness
pass,52.16,normal
pass,52.38,normal
pass,30.150002,normal
review,71.89,liveness
block,85.33,liveness
review,72.86,liveness
pass,49.71,normal
review,70.38,liveness
pass,54.35,normal
pass,36.45,normal
block,84.32,liveness
pass,31.129997,normal
pass,33.46,normal
pass,31.36,normal
block,81.64,liveness
pass,40.25,normal
review,78.09,liveness
pass,48.91,normal
block,83.28,liveness
review,77.93,liveness
pass,50.24,normal
review,77.7,liveness
review,78.16,liveness
pass,34.940002,normal
review,74.64,liveness
review,79.32,liveness
pass,35.449997,normal
review,78.93,liveness
pass,30.419998,normal
pass,51.93,normal
review,71.4,liveness
pass,36.52,normal
pass,56.83,normal
review,72.52,liveness
pass,51.92,normal
pass,37.47,normal
review,70.06,liveness
pass,34.15,normal
review,70.17,liveness
pass,43.42,normal
pass,47.66,normal
pass,41.78,normal
pass,47.69,normal
block,80.62,liveness
pass,40.44,normal
block,81.89,liveness
review,71.2,liveness
pass,44.11,normal
pass,42.56,normal
block,82.27,liveness
pass,51.85,normal
review,73.53,liveness
review,77.48,liveness
review,76.72,liveness
pass,49.02,normal
pass,35.089996,normal
pass,35.190002,normal
pass,53.47,normal
pass,38.8,normal
pass,47.56,normal
review,71.83,liveness
pass,49.31,normal
pass,53.23,normal
pass,49.91,normal
block,80.74,liveness
pass,35.480003,normal
review,74.45,liveness
review,74.09,liveness
pass,52.84,normal
review,73.5,liveness
review,79.11,liveness
block,86.89,liveness
review,75.97,liveness
pass,40.47,normal
pass,40.78,normal
review,73.66,liveness
block,84.24,liveness
review,79.11,liveness
review,70.93,liveness
review,74.92,liveness
pass,33.4,normal
pass,46.66,normal
review,78.35,liveness
pass,37.78,normal
review,73.63,liveness
pass,55.54,normal
review,77.98,liveness
pass,54.99,normal
block,86.22,liveness
block,80.47,liveness
review,75.1,liveness
pass,39.84,normal
review,74.98,liveness
pass,51.31,normal
pass,32.760002,normal
review,74.01,liveness
review,79.15,liveness
pass,31.79,normal
pass,38.9,normal
pass,49.47,normal
pass,45.27,normal
block,83.79,liveness
review,74.8,liveness
review,76.85,liveness
pass,48.29,normal
pass,40.64,normal
pass,50.88,normal
review,74.1,liveness
pass,55.13,normal
pass,55.76,normal
pass,40.47,normal
pass,47.72,normal
review,78.06,liveness
pass,36.19,normal
review,73.92,liveness
review,79.28,liveness
pass,37.89,normal
review,72.85,liveness
block,80.84,liveness
pass,34.92,normal
block,87.12,liveness
review,78.47,liveness
pass,49.76,normal
review,78.87,liveness
pass,30.779999,normal
block,81.39,liveness
review,70.16,liveness
pass,49.31,normal
block,87.1,liveness
review,75.02,liveness
review,72.35,liveness
review,76.47,liveness
pass,55.84,normal
pass,34.65,normal
pass,41.89,normal
pass,48.19,normal
pass,30.160004,normal
pass,31.339996,normal
pass,39.44,normal
review,77.21,liveness
pass,45.0,normal
pass,31.010002,normal
review,78.65,liveness
block,86.41,liveness
review,77.77,liveness
review,77.14,liveness
review,70.26,liveness
review,72.65,liveness
pass,46.04,normal
pass,34.21,normal
review,79.92,liveness
pass,43.27,normal
review,76.97,liveness
pass,47.85,normal
pass,45.3,normal
pass,43.38,normal
pass,39.59,normal
pass,47.7,normal
pass,38.84,normal
pass,38.9,normal
pass,35.199997,normal
review,74.08,liveness
pass,49.23,normal
pass,30.800003,normal
review,77.66,liveness
pass,36.69,normal
pass,39.62,normal
pass,46.65,normal
pass,44.04,normal
pass,42.52,normal
pass,30.75,normal
pass,37.07,normal
block,83.13,liveness
pass,33.71,normal
review,76.25,liveness
pass,30.93,normal
pass,31.800003,normal
review,73.21,liveness
pass,49.06,normal
review,77.13,liveness
pass,35.47,normal
review,79.6,liveness
review,73.04,liveness
pass,43.68,normal
review,72.72,liveness
block,84.25,liveness
review,70.21,liveness
review,71.12,liveness
pass,48.06,normal
block,86.83,liveness
pass,32.620003,normal
review,73.37,liveness
block,81.65,liveness
review,71.5,liveness
pass,55.81,normal
pass,46.42,normal
review,71.2,liveness
pass,33.910004,normal
review,79.93,liveness
pass,33.629997,normal
review,78.36,liveness
pass,42.0,normal
pass,33.160004,normal
review,73.19,liveness
block,87.37,liveness
pass,38.91,normal
pass,46.86,normal
pass,51.35,normal
block,83.29,liveness
review,74.0,liveness
block,84.42,liveness
review,78.1,liveness
pass,34.260002,normal
pass,50.7,normal
review,79.3,liveness
review,77.08,liveness
pass,46.99,normal
review,78.24,liveness
review,73.93,liveness
review,72.38,liveness
block,80.46,liveness
pass,40.17,normal
review,73.63,liveness
pass,37.93,normal
pass,36.37,normal
review,78.22,liveness
review,74.29,liveness
pass,46.24,normal
pass,50.41,normal
review,70.08,liveness
review,71.25,liveness
pass,43.04,normal
block,84.68,liveness
pass,53.89,normal
pass,49.22,normal
pass,31.480003,normal
review,74.65,liveness
pass,41.23,normal
block,80.39,liveness
pass,35.18,normal
block,81.4,liveness
review,79.88,liveness
pass,54.25,normal
review,79.37,liveness
pass,44.77,normal
pass,49.21,normal
block,83.2,liveness
pass,44.83,normal
review,77.02,liveness
review,75.46,liveness
review,77.72,liveness
block,86.53,liveness
review,75.78,liveness
review,70.51,liveness
review,77.1,liveness
review,70.12,liveness
review,70.07,liveness
pass,30.419998,normal
pass,50.87,normal
pass,56.18,normal
review,74.58,liveness
review,70.69,liveness
review,71.88,liveness
block,85.76,liveness
pass,36.61,normal
pass,44.76,normal
pass,38.63,normal
pass,50.98,normal
pass,46.42,normal
pass,48.21,normal
pass,43.46,normal
pass,56.7,normal
review,72.98,liveness
pass,35.739998,normal
pass,48.68,normal
pass,55.33,normal
review,76.54,liveness
review,71.84,liveness
pass,33.75,normal
pass,42.19,normal
review,75.34,liveness
review,71.55,liveness
review,76.45,liveness
pass,42.28,normal
pass,52.3,normal
pass,35.730003,normal
block,81.4,liveness
review,73.27,liveness
pass,39.16,normal
pass,40.73,normal
review,77.82,liveness
block,86.43,liveness
pass,47.18,normal
pass,38.84,normal
review,74.79,liveness
pass,49.82,normal
pass,47.11,normal
pass,48.11,normal
pass,54.84,normal
pass,55.27,normal
pass,49.35,normal
pass,51.43,normal
pass,42.07,normal
review,73.43,liveness
review,77.28,liveness
pass,38.97,normal
review,74.3,liveness
pass,32.18,normal
pass,48.98,normal
pass,42.95,normal
review,73.45,liveness
block,85.13,liveness
review,72.15,liveness
review,79.7,liveness
block,83.57,liveness
pass,43.41,normal
pass,51.68,normal
pass,46.23,normal
review,77.71,liveness
review,70.3,liveness
pass,51.19,normal
review,76.54,liveness
review,70.04,liveness
pass,55.25,normal
pass,33.67,normal
pass,39.74,normal
pass,34.93,normal
pass,49.85,normal
review,74.79,liveness
review,73.32,liveness
pass,52.06,normal
block,81.44,liveness
pass,31.54,normal
pass,30.849998,normal
pass,32.18,normal
block,85.36,liveness
review,75.99,liveness
block,87.26,liveness
pass,32.620003,normal
review,76.15,liveness
review,74.38,liveness
review,73.91,liveness
pass,55.71,normal
review,75.78,liveness
pass,43.99,normal
review,79.83,liveness
review,79.37,liveness
pass,34.89,normal
block,87.64,liveness
pass,36.94,normal
review,79.34,liveness
pass,39.67,normal
review,70.39,liveness
pass,49.23,normal
block,85.23,liveness
review,70.53,liveness
pass,43.66,normal
pass,32.050003,normal
review,77.28,liveness
block,80.54,liveness
pass,39.52,normal
pass,36.16,normal
review,72.56,liveness
review,77.16,liveness
pass,53.3,normal
pass,39.36,normal
review,77.98,liveness
review,72.78,liveness
review,74.47,liveness
pass,42.06,normal
review,71.31,liveness
pass,40.68,normal
pass,47.39,normal
pass,39.31,normal
pass,33.449997,normal
review,70.59,liveness
review,71.83,liveness
pass,41.31,normal
pass,33.940002,normal
pass,38.35,normal
review,72.37,liveness
review,73.42,liveness
pass,54.2,normal
review,77.83,liveness
review,70.04,liveness
pass,40.63,normal
review,77.6,liveness
review,73.18,liveness
pass,38.61,normal
pass,52.22,normal
review,77.21,liveness
pass,30.940002,normal
review,79.48,liveness
review,72.18,liveness
pass,44.04,normal
pass,48.49,normal
pass,50.42,normal
review,77.45,liveness
review,75.96,liveness
pass,31.879997,normal
review,73.19,liveness
review,70.85,liveness
review,71.48,liveness
pass,31.779999,normal
block,83.24,liveness
pass,32.72,normal
pass,51.37,normal
pass,37.62,normal
pass,35.75,normal
pass,39.79,normal
review,74.9,liveness
pass,32.46,normal
review,72.51,liveness
pass,43.01,normal
pass,37.97,normal
block,84.16,liveness
review,77.71,liveness
pass,54.81,normal
review,73.87,liveness
review,79.73,liveness
review,79.1,liveness
review,79.04,liveness
pass,32.43,normal
pass,53.16,normal
review,72.98,liveness
pass,55.59,normal
pass,47.09,normal
review,75.13,liveness
review,77.34,liveness
pass,46.41,normal
review,76.58,liveness
pass,35.440002,normal
pass,49.6,normal
pass,43.18,normal
pass,43.61,normal
pass,43.43,normal
pass,52.94,normal
pass,52.63,normal
pass,48.49,normal
pass,43.37,normal
pass,56.58,normal
pass,37.35,normal
pass,46.06,normal
pass,48.88,normal
pass,32.53,normal
pass,50.54,normal
pass,30.18,normal
pass,56.45,normal
review,74.64,liveness
pass,37.43,normal
pass,53.98,normal
pass,40.83,normal
pass,38.97,normal
block,86.44,liveness
pass,38.7,normal
pass,30.64,normal
pass,56.18,normal
pass,36.19,normal
review,77.03,liveness
review,77.07,liveness
review,74.33,liveness
review,76.32,liveness
review,79.57,liveness
pass,36.86,normal
pass,54.79,normal
pass,34.260002,normal
pass,46.8,normal
review,70.65,liveness
review,74.39,liveness
pass,44.65,normal
review,76.21,liveness
pass,50.87,normal
review,70.0,liveness
pass,52.9,normal
pass,54.83,normal
pass,56.14,normal
block,88.22,liveness
pass,30.900002,normal
review,79.19,liveness
pass,51.09,normal
pass,32.25,normal
pass,42.51,normal
pass,46.14,normal
pass,39.26,normal
pass,54.09,normal
review,74.95,liveness
review,73.81,liveness
pass,48.86,normal
review,71.05,liveness
pass,35.29,normal
review,75.79,liveness
pass,55.05,normal
review,75.06,liveness
pass,31.690002,normal
review,74.18,liveness
review,75.73,liveness
pass,35.839996,normal
review,78.79,liveness
pass,33.78,normal
pass,34.79,normal
pass,36.54,normal
pass,53.49,normal
pass,30.830002,normal
review,71.7,liveness
pass,54.12,normal
pass,45.03,normal
review,70.13,liveness
block,80.68,liveness
pass,39.79,normal
block,86.45,liveness
pass,45.87,normal
review,78.07,liveness
pass,38.54,normal
pass,44.46,normal
block,82.83,liveness
review,71.78,liveness
pass,49.03,normal
pass,48.28,normal
pass,36.33,normal
pass,30.410004,normal
pass,30.21,normal
block,81.02,liveness
pass,35.879997,normal
block,83.63,liveness
pass,39.47,normal
review,79.16,liveness
block,81.04,liveness
review,72.03,liveness
pass,43.95,normal
pass,54.67,normal
pass,53.08,normal
pass,31.379997,normal
review,73.72,liveness
review,72.73,liveness
pass,31.849998,normal
review,77.77,liveness
pass,32.910004,normal
block,85.57,liveness
block,87.39,liveness
block,80.48,liveness
review,78.71,liveness
review,79.49,liveness
review,78.32,liveness
review,74.08,liveness
review,70.91,liveness
block,82.09,liveness
review,79.11,liveness
review,72.59,liveness
review,77.46,liveness
review,74.36,liveness
review,72.62,liveness
review,78.89,liveness
block,80.11,liveness
pass,40.47,normal
pass,35.949997,normal
review,79.49,liveness
review,77.27,liveness
block,84.31,liveness
pass,32.160004,normal
review,77.95,liveness
pass,33.870003,normal
pass,43.66,normal
block,84.71,liveness
review,74.2,liveness
pass,45.93,normal
review,79.85,liveness
pass,53.8,normal
review,70.88,liveness
pass,39.12,normal
review,76.39,liveness
pass,41.92,normal
review,79.09,liveness
pass,38.33,normal
pass,41.27,normal
block,85.96,liveness
review,78.37,liveness
pass,34.690002,normal
review,75.65,liveness
pass,48.07,normal
pass,47.92,normal
review,73.58,liveness
review,74.8,liveness
pass,37.71,normal
pass,42.86,normal
review,72.25,liveness
pass,40.85,normal
pass,33.089996,normal
review,72.62,liveness
pass,30.239998,normal
pass,43.74,normal
pass,56.67,normal
pass,31.120003,normal
pass,43.7,normal
pass,48.83,normal
pass,35.589996,normal
pass,30.64,normal
pass,52.36,normal
review,79.68,liveness
review,70.15,liveness
pass,44.83,normal
pass,39.08,normal
review,75.79,liveness
pass,49.52,normal
block,83.81,liveness
pass,46.66,normal
review,73.79,liveness
block,86.81,liveness
pass,51.73,normal
block,82.71,liveness
review,73.98,liveness
review,72.98,liveness
review,78.54,liveness
review,79.48,liveness
review,70.92,liveness
block,81.74,liveness
pass,43.14,normal
review,76.56,liveness
pass,34.1,normal
review,70.3,liveness
review,77.98,liveness
review,75.53,liveness
pass,45.82,normal
review,78.5,liveness
review,78.54,liveness
review,76.34,liveness
pass,42.12,normal
pass,32.260002,normal
review,71.39,liveness
pass,56.17,normal
